Fwd Seg Size Min,URG Flag Cnt,Init Fwd Win Byts,Bwd Pkts/s,Fwd Act Data Pkts,Flow Pkts/s,Bwd Pkt Len Min,Fwd Pkt Len Min,Pkt Len Min,Protocol,label
-1.374367473,-0.367796454,-0.815519138,-0.471882404,-0.541602611,-0.4844128,1.807998462,1.627499334,1.655981106,1.981179119,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
0.788149239,-0.367796454,1.267838767,-0.47182988,2.588822134,-0.484352307,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.4720221,0.436655122,-0.484547032,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.471819577,-0.345951065,-0.484352121,2.384794105,1.111186193,1.131547737,1.981179119,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.793898216,-0.472032092,-0.541602611,-0.446854357,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,-0.003581741,-0.541602611,-0.032121204,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.458928586,-0.541602611,-0.471901814,0.782583985,1.679130648,1.708424443,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.471860334,-0.541602611,-0.484391484,5.332860725,1.937287218,1.970641128,1.981179119,0
-0.293109117,-0.367796454,-0.804204964,-0.421388811,-0.345951065,-0.386733335,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.471767991,-0.541602611,-0.484302298,2.213891692,1.111186193,1.131547737,1.981179119,0
-0.293109117,-0.367796454,-0.795835575,-0.472032092,-0.541602611,-0.484532203,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.27748847,-0.541602611,0.239340497,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.461263119,-0.541602611,-0.47415654,1.359379628,2.247075102,2.285301149,1.981179119,0
-0.293109117,2.718895161,-0.801492662,-0.384878539,-0.541602611,-0.4003832,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,-0.367796454,1.267838767,-0.471777078,2.588822134,-0.484305211,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.459903928,-0.541602611,-0.472843813,1.957538073,3.692751895,3.753714582,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.469746969,-0.541602611,-0.482350365,4.179269439,1.317711449,1.341321085,1.981179119,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.462143958,-0.541602611,-0.475007267,1.060300406,2.35033773,2.390187823,1.981179119,0
-0.293109117,-0.367796454,-0.795448103,-0.472032092,-0.345951065,-0.48173699,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.472031229,0.436655122,-0.484556653,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.459903928,-0.541602611,-0.472843813,0.910760795,1.162817507,1.183991074,1.981179119,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,-0.367796454,1.267838767,-0.471798911,2.588822134,-0.484332161,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.457916827,-0.345951065,-0.472628734,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.472032092,-0.150299518,-0.484553815,-0.435095705,2.143812474,2.180414475,1.981179119,0
0.788149239,-0.367796454,1.267838767,-0.471818352,2.588822134,-0.484341554,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.472027154,0.436655122,-0.484550898,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.427729787,-0.367796454,-0.180607989,-0.472019443,-0.541602611,-0.484545154,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.471930263,0.241003575,-0.484451998,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.460247178,-0.541602611,-0.473175329,3.687925002,2.918282184,2.967064528,1.981179119,0
0.788149239,-0.367796454,1.267838767,-0.471795986,2.588822134,-0.484329337,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.471767953,-0.541602611,-0.484302262,3.068403756,1.420974077,1.446207759,1.981179119,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.472029235,0.241003575,-0.484554842,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.795835575,-0.472032092,-0.541602611,-0.461054194,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.793820722,-0.472032092,-0.541602611,-0.484557304,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.465837708,-0.541602611,-0.478574744,0.868035192,1.885655904,1.918197791,1.981179119,0
-0.293109117,2.718895161,-0.775687046,-0.375939713,-0.541602611,-0.391749952,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.472029842,-0.345951065,-0.484555197,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.468622081,-0.541602611,-0.481263932,2.534333716,1.627499334,1.655981106,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.471739904,-0.541602611,-0.484275172,2.192528891,1.937287218,1.970641128,1.981179119,0
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
-0.293109117,-0.367796454,-0.180607989,-0.472005691,-0.541602611,-0.484506373,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.471990758,-0.541602611,-0.484477528,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.47121079,-0.541602611,-0.483764145,3.004315351,2.195443788,2.232857812,1.981179119,0
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.472028437,0.045352028,-0.484553488,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.459109324,-0.541602611,-0.472076373,0.803946787,1.730761962,1.76086778,1.981179119,0
0.788149239,-0.367796454,1.267838767,-0.471797531,2.588822134,-0.484330828,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.795680586,-0.472031345,-0.541602611,-0.48455683,-0.435095705,-0.386121914,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,-0.003581741,-0.541602611,-0.032121204,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.795448103,-0.472032092,-0.345951065,-0.481498648,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.471955332,-0.345951065,-0.484483235,2.363431303,2.918282184,2.967064528,1.981179119,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.471758513,0.241003575,-0.484255398,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,-0.30909284,-0.541602611,-0.327188269,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,2.718895161,2.91823578,-0.375939713,-0.541602611,-0.391749952,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.815441643,-0.472032092,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.472009185,-0.345951065,-0.484535247,3.047040954,1.885655904,1.918197791,1.981179119,0
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.465525837,-0.541602611,-0.478273535,1.338016827,1.369342763,1.393764422,1.981179119,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.472008943,0.436655122,-0.484533416,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,-0.367796454,1.267838767,-0.471844851,2.588822134,-0.484358447,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.453883895,-0.345951065,-0.469220552,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.459456244,-0.541602611,-0.472411434,0.910760795,1.162817507,1.183991074,1.981179119,0
-0.293109117,-0.367796454,-0.180607989,-0.472014591,0.436655122,-0.484539261,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.471845035,-0.345951065,-0.484376708,1.338016827,1.369342763,1.393764422,1.981179119,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.795990563,-0.472031684,0.241003575,-0.484556937,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.457407301,-0.345951065,-0.472198139,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,-0.367796454,1.267838767,-0.471816939,2.588822134,-0.484340127,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.450306859,-0.345951065,-0.466197643,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.47201793,-0.541602611,-0.484530015,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,-0.367796454,1.267838767,-0.471819256,2.588822134,-0.484351811,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.468280738,-0.541602611,-0.480934259,1.25256562,2.195443788,2.232857812,1.981179119,0
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.468759077,-0.541602611,-0.481396245,0.868035192,1.885655904,1.918197791,1.981179119,0
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
-0.293109117,-0.367796454,-0.180607989,-0.472031584,1.023609761,-0.48455688,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.472009105,0.436655122,-0.484533584,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.470658338,-0.541602611,-0.483230579,2.577059319,1.730761962,1.76086778,1.981179119,0
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.472013461,0.436655122,-0.484538091,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,-0.003581741,-0.541602611,-0.032121204,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.470367231,-0.541602611,-0.482949424,1.50891924,1.317711449,1.341321085,1.981179119,0
-0.293109117,-0.367796454,-0.795990563,-0.472031674,0.827958215,-0.484556942,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.463456342,-0.541602611,-0.476274787,2.662510526,2.09218116,2.127971138,1.981179119,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.801182684,-0.472032092,-0.541602611,-0.484557371,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.472029432,-0.345951065,-0.484554802,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.805599862,-0.472032092,-0.345951065,-0.484557371,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,0.777168845,-0.541602611,0.721939075,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,-0.367796454,1.267838767,-0.471784162,2.588822134,-0.484317916,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.795603092,-0.472032092,-0.541602611,-0.483560816,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.4717921,-0.345951065,-0.484325583,2.705236129,1.988918532,2.023084464,1.981179119,0
-2.095206376,-0.367796454,-0.815519138,-0.472032092,-0.541602611,-0.484557323,-0.435095705,-0.437753228,-0.441752369,-1.81503876,0
-0.293109117,-0.367796454,-0.793820722,-0.472032092,-0.541602611,-0.484557304,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.472031606,1.806215948,-0.48455687,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
0.788149239,2.718895161,-0.796765507,-0.274789839,-0.541602611,-0.294057932,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.47179964,-0.345951065,-0.484332865,1.722547256,1.472605391,1.498651096,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.472032092,-0.345951065,-0.484548586,-0.435095705,0.698135681,0.712001042,1.981179119,0
-0.293109117,-0.367796454,-0.801802639,-0.471992261,-0.541602611,-0.484499667,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.47203117,1.219261308,-0.48455648,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.795603092,-0.472032092,-0.541602611,-0.463755708,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.471904207,-0.345951065,-0.484433858,2.812050137,3.38296401,3.43905456,1.981179119,0
-0.293109117,-0.367796454,-0.793820722,-0.472032092,-0.541602611,-0.484557305,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,-0.367796454,1.267838767,-0.471790564,2.588822134,-0.484329402,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,-0.367796454,1.267838767,-0.471792764,2.588822134,-0.484326225,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.468661946,-0.541602611,-0.481302435,1.338016827,2.401969044,2.442631159,1.981179119,0
-0.293109117,-0.367796454,-0.793898216,-0.472032092,-0.541602611,-0.441975144,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.468683028,-0.541602611,-0.481322796,0.697132779,1.472605391,1.498651096,1.981179119,0
0.788149239,-0.367796454,1.267838767,-0.47180407,2.588822134,-0.484337144,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-0.293109117,-0.367796454,-0.180607989,-0.453927731,-0.345951065,-0.469257597,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.471955768,-0.345951065,-0.484483656,2.342068502,1.369342763,1.393764422,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.471785993,-0.541602611,-0.484319685,3.239306169,1.83402459,1.865754454,1.981179119,0
-0.293109117,-0.367796454,-0.793898216,-0.472032092,-0.541602611,-0.443888952,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.456673064,-0.541602611,-0.469723398,0.84667239,1.83402459,1.865754454,1.981179119,0
-0.293109117,-0.367796454,-0.793898216,-0.472032092,-0.541602611,-0.441468212,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,-0.284651952,-0.541602611,-0.303582904,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
0.788149239,2.718895161,-0.796765507,0.063339738,-0.541602611,0.032512535,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.467612749,-0.541602611,-0.480289105,1.573007644,1.57586802,1.603537769,1.981179119,0
-0.293109117,-0.367796454,-0.180607989,-0.472021869,0.632306668,-0.484547498,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.46927041,-0.541602611,-0.481890098,2.107077684,1.111186193,1.131547737,1.981179119,0
-0.293109117,-0.367796454,-0.180607989,-0.472019821,0.436655122,-0.484544672,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.471960101,0.241003575,-0.484470459,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,1.401769313,-0.541602611,1.325187299,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.457464151,-0.345951065,-0.472246183,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
1.508988142,-0.367796454,1.267838767,-0.131340928,-0.541602611,-0.155512886,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,-0.180607989,-0.472019436,0.436655122,-0.484544274,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-0.293109117,-0.367796454,4.092507553,-0.472032092,-0.541602611,-0.462351915,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-1.374367473,-0.367796454,-0.815519138,-0.470004169,-0.541602611,-0.482598773,4.307446248,1.369342763,1.393764422,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.459371272,-0.541602611,-0.472329367,0.84667239,1.83402459,1.865754454,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.459540083,-0.541602611,-0.472492407,0.697132779,1.472605391,1.498651096,1.981179119,0
1.508988142,-0.367796454,1.267838767,3.275570718,-0.541602611,3.134931968,-0.435095705,-0.437753228,-0.441752369,-0.475197156,1
-1.374367473,-0.367796454,-0.815519138,-0.459153732,-0.541602611,-0.472119263,0.825309589,1.782393276,1.813311117,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.471879751,-0.345951065,-0.484410237,1.978900875,1.679130648,1.708424443,1.981179119,0
-1.374367473,-0.367796454,-0.815519138,-0.469983102,-0.541602611,-0.482578427,3.004315351,2.195443788,2.232857812,1.981179119,0
-0.293109117,-0.367796454,-0.793898216,-0.472032092,-0.541602611,-0.444782763,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.793820722,-0.472032092,-0.541602611,-0.450730368,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
-0.293109117,-0.367796454,-0.180607989,-0.472016315,0.436655122,-0.484541045,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
0.788149239,2.718895161,-0.796765507,0.152568376,-0.541602611,0.118690852,-0.435095705,-0.437753228,-0.441752369,-0.475197156,2
-1.374367473,-0.367796454,-0.815519138,-0.471925259,-0.541602611,-0.48445419,2.598422121,1.420974077,1.446207759,1.981179119,0
-0.293109117,-0.367796454,-0.180607989,-0.472029304,-0.345951065,-0.484554679,-0.435095705,-0.437753228,-0.441752369,-0.475197156,0
